MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,GarageYrBlt_missing_ind,LotFrontage_missing_ind,MasVnrArea_missing_ind,1stFlrSF_log,1stFlr_2ndFlr_SF,OverallGrade,SimplGarageQual
50,51.0,6120,2,4,4,3,5,6,1936,1950,0.0,3,2,3,3,1,0,1,0,927,927,3,1067,472,0,1539,0,0,1,1,3,1,3,5,8,0,1995.0,2,576,3,3,2,112,0,0,0,0,0,0,4,2009,141500,0,0,0,6.9726062513017535,1539,30,1
20,54.0,13811,2,3,4,3,6,6,1987,1987,72.0,3,3,4,4,6,980,2,40,92,1112,4,1137,0,0,1137,1,0,2,0,2,1,4,5,8,1,1987.0,2,551,3,3,2,125,0,0,0,0,0,0,7,2006,176000,0,0,0,7.036148493750536,1137,36,1
30,50.0,6000,2,4,4,3,5,7,1921,1950,0.0,3,3,3,3,2,616,1,0,0,616,4,616,0,0,616,0,0,1,0,2,1,3,4,8,0,1921.0,1,205,3,3,2,0,0,129,0,0,0,0,6,2006,89000,0,0,0,6.423246963533519,616,35,1
20,57.0,6420,2,3,4,3,5,7,1952,1952,0.0,3,3,5,4,2,210,5,551,219,980,2,1148,0,0,1148,0,1,1,0,2,1,3,6,8,0,1952.0,1,308,3,3,2,0,0,0,0,0,0,0,9,2006,123500,0,0,0,7.045776576879511,1148,35,1
20,65.0,8450,2,4,4,3,5,8,1965,2009,0.0,3,4,3,3,6,553,4,117,224,894,5,894,0,0,894,1,0,1,0,3,1,3,5,8,1,1973.0,1,336,3,3,2,416,144,0,0,0,0,0,4,2010,138500,0,0,0,6.795705775173514,894,40,1
120,59.0,4282,2,2,4,3,7,5,2004,2004,0.0,4,3,4,3,6,16,1,0,1375,1391,5,1391,0,0,1391,0,0,2,0,2,1,4,5,8,0,2004.0,2,530,3,3,2,156,158,0,0,0,0,0,7,2008,196000,0,0,0,7.237778191923443,1391,35,1
20,85.0,14331,2,4,4,3,8,5,2002,2002,630.0,4,3,5,3,6,1274,1,0,526,1800,5,1800,0,0,1800,1,0,2,0,3,1,4,7,8,1,2002.0,3,765,3,3,2,270,78,0,0,0,0,0,5,2006,312500,0,0,0,7.495541943884256,1800,40,1
20,80.0,9600,2,4,4,3,7,5,1969,1969,168.0,3,3,3,3,1,0,1,0,1164,1164,3,1164,0,0,1164,0,0,1,1,3,1,3,6,8,0,1969.0,2,528,3,3,2,0,0,0,0,0,0,0,7,2006,140000,0,0,0,7.059617628291383,1164,35,1
60,82.0,12438,2,3,4,3,8,5,2006,2006,466.0,5,3,5,4,1,0,1,0,1234,1234,5,1264,1312,0,2576,0,0,2,1,4,1,5,10,8,1,2006.0,3,666,3,3,2,324,100,0,0,0,0,0,7,2006,361919,0,0,0,7.142036574706803,2576,40,1
190,76.0,7630,2,4,4,3,5,9,1900,1996,0.0,3,4,4,3,1,0,1,0,360,360,4,1032,780,0,1812,0,0,2,0,4,2,4,8,8,1,1999.0,2,672,3,3,0,344,0,40,0,0,0,0,5,2010,140000,0,0,0,6.939253946041508,1812,45,1
20,70.0,8400,2,4,4,3,7,5,2004,2005,109.0,4,3,4,3,6,712,1,0,761,1473,5,1484,0,0,1484,1,0,2,0,3,1,4,7,8,0,2004.0,2,606,3,3,2,0,35,0,144,0,0,0,5,2010,213000,0,0,0,7.302496423727326,1484,35,1
190,70.0,5600,2,4,4,3,4,5,1930,1950,0.0,2,2,0,0,0,0,0,0,0,0,2,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,3500,7,2010,55000,1,0,0,5.918893854273146,1092,20,0
20,69.79733110925771,115149,2,2,4,1,7,5,1971,2002,351.0,3,3,4,3,6,1219,1,0,424,1643,3,1824,0,0,1824,1,0,2,0,2,1,4,5,8,2,1971.0,2,739,3,3,2,380,48,0,0,0,0,0,6,2007,302000,0,1,0,7.508787170634276,1824,35,1
120,48.0,6240,2,4,4,3,8,5,2006,2006,176.0,4,3,4,3,6,863,1,0,461,1324,5,1324,0,0,1324,1,0,2,0,2,1,4,6,8,1,2006.0,2,550,3,3,2,192,38,0,0,0,0,0,12,2009,254000,0,0,0,7.188412736496954,1324,40,1
60,65.0,9018,2,3,4,3,7,5,2007,2007,0.0,4,3,4,3,1,0,1,0,728,728,5,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,2007.0,2,400,3,3,2,100,24,0,0,0,0,0,7,2007,179540,0,0,0,6.590301048196686,1456,35,1
20,69.79733110925771,7162,2,3,4,3,5,7,1966,1966,41.0,3,3,3,3,1,0,1,0,876,876,3,904,0,0,904,0,0,1,0,3,1,3,6,8,0,1966.0,1,408,3,3,2,0,0,0,0,0,0,0,12,2008,109900,0,1,0,6.806829360392176,904,35,1
30,56.0,4130,2,3,4,3,3,6,1935,2003,0.0,4,3,3,3,1,0,1,0,270,270,4,729,0,0,729,0,0,1,0,2,1,3,5,3,0,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,52000,1,0,0,6.591673732008658,729,18,0
50,66.0,8712,2,4,4,2,4,7,1900,1950,0.0,3,3,3,3,1,0,1,0,859,859,4,859,319,0,1178,0,0,1,0,2,1,3,7,8,0,1964.0,1,384,3,3,0,68,0,98,0,0,0,0,1,2010,102776,0,0,0,6.755768921984255,1178,28,1
120,40.0,4671,2,3,4,3,8,5,1988,1989,0.0,4,3,4,3,6,767,1,0,461,1228,4,1228,0,0,1228,1,0,2,0,2,1,4,5,8,1,1988.0,2,472,3,3,2,168,120,0,0,0,0,0,10,2008,189000,0,0,0,7.113142108707088,1228,40,1
190,60.0,9873,2,4,4,3,4,5,1970,1970,160.0,3,3,3,3,5,789,1,0,171,960,3,960,0,0,960,1,0,1,0,3,1,3,6,8,0,1970.0,2,576,3,3,2,0,288,0,0,0,0,0,5,2006,129000,0,0,0,6.866933284461882,960,20,1
60,69.79733110925771,13517,2,3,4,3,6,8,1976,2005,289.0,4,3,3,3,6,533,1,0,192,725,5,725,754,0,1479,0,0,2,1,3,1,4,6,8,0,1976.0,2,475,3,3,2,0,44,0,0,0,0,0,3,2010,130500,0,1,0,6.586171654854675,1479,48,1
20,78.0,10140,2,4,4,3,6,5,1974,1974,174.0,3,3,4,3,1,0,1,0,1064,1064,3,1350,0,0,1350,0,0,2,0,3,1,3,7,8,1,1974.0,2,478,3,3,2,0,0,0,0,0,0,0,8,2009,165000,0,0,0,7.2078598714324755,1350,30,1
70,60.0,10800,2,4,4,3,7,8,1890,1998,0.0,3,4,3,3,1,0,1,0,718,718,5,1576,978,0,2554,0,0,1,1,3,1,3,8,8,0,1996.0,2,704,3,3,1,0,48,143,0,0,0,0,7,2007,159500,0,0,0,7.362645270417825,2554,56,1
20,80.0,10000,2,4,4,3,5,6,1973,2000,0.0,3,3,4,3,4,1084,1,0,92,1176,4,1178,0,0,1178,0,1,1,1,3,1,4,5,8,1,1973.0,2,439,3,3,2,224,0,0,0,0,0,0,11,2008,157000,0,0,0,7.071573364211532,1178,30,1
60,96.0,10542,2,4,4,3,7,5,1993,1994,651.0,4,3,4,3,6,1173,1,0,138,1311,5,1325,1093,0,2418,1,0,2,1,3,1,4,9,8,1,1993.0,3,983,3,3,2,250,154,216,0,0,0,0,8,2008,341000,0,0,0,7.1891677384203225,2418,35,1
20,69.0,9920,2,3,4,3,5,6,1969,1969,0.0,3,3,4,3,5,523,1,0,448,971,3,971,0,0,971,0,0,1,1,3,1,3,5,8,1,1969.0,1,300,3,3,2,0,0,0,0,0,0,0,5,2006,128500,0,0,0,6.878326468291325,971,30,1
120,69.79733110925771,6563,2,3,4,2,8,5,1985,1985,0.0,4,3,4,3,6,1148,1,0,594,1742,3,1742,0,0,1742,1,0,2,0,2,1,4,5,8,1,1985.0,2,564,3,3,2,114,28,234,0,0,0,0,12,2006,275000,0,1,0,7.462789157412448,1742,40,1
120,69.79733110925771,4426,2,4,4,3,6,5,2004,2004,169.0,4,3,4,3,6,662,1,0,186,848,5,848,0,0,848,1,0,1,0,1,1,4,3,8,0,2004.0,2,420,3,3,2,160,0,0,0,0,0,0,5,2010,143000,0,1,0,6.742880635791903,848,30,1
20,70.0,8120,2,4,4,3,4,7,1970,1970,0.0,3,4,3,3,5,191,1,0,673,864,5,864,0,0,864,0,0,1,0,3,1,3,5,8,0,1994.0,2,463,3,3,2,0,0,0,0,0,0,0,7,2009,124500,0,0,0,6.761572768804055,864,28,1
50,60.0,8172,2,4,4,3,4,6,1954,1972,0.0,3,3,3,3,1,0,1,0,941,941,5,997,473,0,1470,0,0,2,0,4,1,3,7,8,0,1958.0,1,548,3,3,2,0,0,0,0,156,0,0,5,2008,135000,0,0,0,6.904750769961838,1470,24,1
20,86.0,13286,2,3,4,3,9,5,2007,2008,340.0,5,3,5,3,6,1234,1,0,464,1698,5,1698,0,0,1698,1,0,2,0,3,1,5,8,8,1,2007.0,3,768,3,3,2,327,64,0,0,0,0,0,2,2009,320000,0,0,0,7.437206366871292,1698,45,1
20,60.0,6960,2,4,4,3,4,6,1970,1970,0.0,3,3,3,3,5,375,4,239,250,864,3,864,0,0,864,0,0,1,0,3,1,4,5,8,0,1989.0,2,660,3,3,2,96,0,0,0,0,0,500,11,2009,120500,0,0,0,6.761572768804055,864,24,1
20,69.79733110925771,21695,2,3,4,3,6,9,1988,2007,260.0,4,4,4,3,6,808,1,0,72,880,5,1680,0,0,1680,1,0,2,0,3,1,4,5,8,1,1988.0,2,540,3,3,2,292,44,0,182,0,0,0,12,2009,222000,0,1,0,7.426549072397305,1680,54,1
20,64.0,7314,2,4,4,3,7,5,2007,2007,82.0,4,3,4,3,6,724,1,0,508,1232,5,1232,0,0,1232,1,0,2,0,2,1,4,6,8,0,2007.0,2,632,3,3,2,132,0,0,0,0,0,0,2,2009,194500,0,0,0,7.116394144093465,1232,35,1
90,85.0,11475,2,4,4,3,5,5,1958,1958,95.0,3,3,3,3,1,0,1,0,1584,1584,3,1776,0,0,1776,1,0,2,0,4,2,3,9,8,0,1968.0,3,888,3,3,2,0,25,0,0,0,0,0,7,2009,110000,0,0,0,7.4821189235521155,1776,25,1
30,52.0,6240,2,4,4,3,4,5,1925,1950,0.0,3,3,3,3,4,152,1,0,628,780,3,848,0,360,1208,0,0,1,0,2,1,3,5,8,0,1962.0,2,539,3,3,2,0,23,112,0,0,0,0,1,2009,103000,0,0,0,6.742880635791903,848,20,1
120,39.0,5389,2,3,4,3,8,5,1995,1996,0.0,4,3,4,3,6,1180,1,0,415,1595,5,1616,0,0,1616,1,0,2,0,2,1,4,5,8,1,1995.0,2,608,3,3,2,237,152,0,0,0,0,0,3,2010,236500,0,0,0,7.38770923908104,1616,40,1
80,73.0,9590,2,3,4,3,7,5,2003,2003,442.0,4,3,5,3,6,786,1,0,82,868,5,1146,0,0,1146,1,0,2,0,3,1,4,6,8,1,2003.0,2,438,3,3,2,160,22,0,0,0,0,0,5,2007,187500,0,0,0,7.044032897274685,1146,35,1
60,75.0,11404,2,3,4,3,7,5,1998,1999,202.0,4,3,4,3,5,252,1,0,901,1153,5,1153,878,0,2031,0,0,2,1,3,1,4,8,8,1,1998.0,2,541,3,3,2,192,84,0,0,0,0,0,7,2008,222500,0,0,0,7.050122520269059,2031,35,1
20,80.0,10000,2,4,4,3,5,6,1961,1983,0.0,3,3,3,3,4,594,1,0,270,864,5,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,1961.0,1,264,3,3,2,165,0,0,0,0,0,400,3,2009,131400,0,0,0,7.042286171939743,1144,30,1
20,69.79733110925771,8978,2,3,4,3,5,5,1968,1968,0.0,3,3,3,3,1,0,1,0,948,948,3,948,0,0,948,0,0,1,0,3,1,3,6,8,0,1968.0,1,300,3,3,2,147,0,0,0,0,0,0,5,2007,108000,0,1,0,6.854354502255021,948,25,1
75,60.0,10800,2,4,4,3,7,7,1914,1970,0.0,3,3,4,3,3,390,1,0,490,880,2,880,888,0,1768,0,0,1,1,2,1,3,6,8,2,1914.0,2,320,3,3,0,0,341,0,0,0,0,0,10,2006,163000,0,0,0,6.779921907472252,1768,49,1
90,60.0,8544,2,4,4,3,3,4,1950,1950,0.0,3,3,0,0,0,0,0,0,0,0,4,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,1949.0,2,400,3,3,2,0,0,0,0,0,0,0,7,2006,93500,0,0,0,6.946975992135418,1040,12,1
60,72.0,10463,2,3,4,3,8,5,2005,2005,0.0,4,3,4,3,1,0,1,0,893,893,5,901,900,0,1801,0,0,2,1,3,1,4,8,8,1,2005.0,3,800,3,3,2,0,116,0,0,0,0,0,6,2006,239900,0,0,0,6.803505257608338,1801,40,1
90,60.0,10800,2,4,4,3,5,5,1987,1988,0.0,3,3,4,4,6,1200,1,0,0,1200,3,1200,0,0,1200,3,0,3,0,3,1,3,5,8,0,1900.0,0,0,0,0,2,120,0,0,0,0,0,0,3,2009,179000,1,0,0,7.090076835776092,1200,25,0
60,65.0,9313,2,3,4,3,7,5,2004,2004,0.0,4,3,4,3,1,0,1,0,864,864,5,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,2004.0,2,572,3,3,2,187,56,0,0,0,0,0,4,2009,190000,0,0,0,6.761572768804055,1728,35,1
70,60.0,9600,2,4,4,3,5,7,1910,2002,0.0,3,4,2,2,1,0,1,0,264,264,5,768,664,0,1432,0,0,2,0,2,1,3,7,8,0,1910.0,2,360,3,4,2,270,0,112,0,0,0,0,5,2007,132000,0,0,0,6.643789733147672,1432,35,1
20,65.0,6768,2,3,4,3,6,8,1961,1996,0.0,3,4,3,3,6,832,1,0,80,912,4,912,0,0,912,1,1,1,0,3,1,4,5,8,0,1962.0,1,288,3,3,2,168,0,0,0,0,0,0,5,2008,142000,0,0,0,6.815639990074331,912,48,1
20,65.0,8450,2,4,4,3,7,5,2000,2001,108.0,3,3,4,3,1,0,1,0,1349,1349,5,1349,0,0,1349,0,0,2,0,3,1,3,6,8,0,2000.0,2,539,3,3,2,120,55,0,0,0,0,0,12,2007,179000,0,0,0,7.207118856207756,1349,35,1
80,70.0,12886,2,3,4,3,5,6,1963,1999,0.0,3,3,4,3,5,444,1,0,76,520,5,1464,0,0,1464,0,1,2,0,3,1,3,6,6,1,1997.0,2,480,3,3,2,302,0,0,0,100,0,0,10,2009,175000,0,0,0,7.288927694521257,1464,30,1
120,41.0,5395,2,3,4,3,8,5,1993,1993,0.0,4,3,4,3,6,733,1,0,604,1337,4,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,1993.0,2,462,3,3,2,96,0,70,168,0,0,0,10,2008,180000,0,0,0,7.198183577101943,1337,40,1
60,69.79733110925771,8963,2,3,4,3,8,9,1976,1996,289.0,5,4,3,4,6,575,5,80,487,1142,5,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,1994.0,2,831,3,3,2,0,204,0,0,0,0,0,7,2008,299800,0,1,0,7.069023426578259,2715,72,1
60,69.79733110925771,8795,2,3,4,3,7,5,2000,2000,0.0,4,3,4,3,6,300,1,0,652,952,5,980,1276,0,2256,0,0,2,1,4,1,4,8,8,1,2000.0,2,554,3,3,2,224,54,0,0,0,0,0,4,2009,236000,0,1,0,6.887552571664617,2256,35,1
70,65.0,11700,2,3,4,3,7,7,1880,2003,0.0,4,3,3,2,1,0,1,0,1240,1240,3,1320,1320,0,2640,0,0,1,1,4,1,4,8,8,1,1950.0,4,864,3,3,0,181,0,386,0,0,0,0,5,2009,265979,0,0,0,7.1853870155804165,2640,49,1
20,59.0,10593,2,3,4,3,7,5,1996,1996,338.0,4,3,4,3,6,919,1,0,801,1720,5,1720,0,0,1720,1,0,2,0,3,1,4,7,8,1,1996.0,2,527,3,3,2,240,56,154,0,0,0,0,3,2010,260400,0,0,0,7.450079569807499,1720,35,1
50,50.0,8405,2,4,4,3,4,3,1945,1950,0.0,3,3,0,0,0,0,0,0,0,0,3,1088,441,0,1529,0,0,2,0,4,1,3,9,5,0,1945.0,1,240,3,3,0,92,0,185,0,0,0,0,4,2009,98000,0,0,0,6.992096427415888,1529,12,1
50,55.0,8800,2,4,4,3,4,7,1910,2004,0.0,3,3,3,2,1,0,1,0,576,576,4,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,1900.0,0,0,0,0,0,0,160,0,0,0,0,0,6,2010,96500,1,0,0,6.674561391814426,1140,28,0
60,69.79733110925771,7750,2,4,4,3,7,5,2003,2003,0.0,4,3,4,3,1,0,1,0,660,660,5,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,2003.0,2,400,3,3,2,0,48,0,0,0,0,0,8,2007,162000,0,1,0,6.492239835020471,1320,35,1
20,79.0,9236,2,3,4,3,6,5,1997,1997,0.0,3,4,4,3,6,1200,1,0,279,1479,5,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,1997.0,2,576,3,3,2,168,27,0,0,0,0,0,7,2006,217000,0,0,0,7.309212365692763,1494,30,1
60,80.0,10240,2,4,4,3,8,5,2005,2005,178.0,4,3,4,3,1,0,1,0,1030,1030,4,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,2005.0,3,878,3,3,2,192,52,0,0,0,0,0,3,2006,275500,0,0,0,6.945051063725834,2098,40,1
20,61.0,7930,2,4,4,3,6,8,1969,2005,0.0,3,3,3,3,6,439,2,472,115,1026,4,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,1969.0,2,440,3,3,2,171,48,0,0,0,0,0,7,2009,156000,0,0,0,6.933423025730715,1026,48,1
160,34.0,3230,2,4,4,3,6,5,1999,1999,894.0,3,3,4,3,6,381,1,0,348,729,4,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,1999.0,2,440,3,3,2,0,24,0,0,0,0,0,3,2009,172500,0,0,0,6.60934924316738,1471,30,1
60,68.0,10769,2,3,4,3,8,5,2007,2007,0.0,4,3,4,3,6,20,1,0,846,866,5,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,2007.0,2,578,3,3,2,144,105,0,0,0,0,0,4,2009,212000,0,0,0,6.763884908562435,1768,40,1
60,69.79733110925771,11616,2,3,4,3,6,5,1978,1978,328.0,3,3,3,3,3,438,1,0,234,672,3,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,1978.0,2,440,3,3,2,335,0,0,0,0,0,0,4,2010,158900,0,1,0,6.51025834052315,1386,30,1
160,24.0,2280,2,4,4,3,7,5,1999,1999,360.0,3,3,4,3,5,549,1,0,195,744,4,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,1999.0,2,440,3,3,2,0,0,0,0,0,0,0,8,2008,179400,0,0,0,6.6293632534374485,1501,35,1
60,65.0,12257,2,3,4,3,8,5,1995,1995,513.0,4,3,4,3,2,56,5,64,1198,1318,5,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,1995.0,3,752,3,3,2,222,98,0,0,0,0,0,11,2007,290000,0,0,0,7.191429330036379,2531,40,1
20,70.0,9100,2,4,4,3,6,6,1959,1959,0.0,3,3,3,3,3,612,1,0,252,864,5,864,0,0,864,0,0,1,0,2,1,3,5,8,0,2008.0,1,300,5,5,2,0,0,0,0,0,0,450,10,2009,127500,0,0,0,6.761572768804055,864,36,2
30,60.0,6911,2,4,4,3,5,5,1924,1950,0.0,3,3,3,3,2,405,1,0,740,1145,3,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,1965.0,2,440,3,3,2,0,0,0,0,0,0,0,10,2009,100000,0,0,0,7.170888478512505,1301,25,1
60,72.0,8640,2,4,4,3,7,5,2009,2009,0.0,3,3,4,3,6,24,1,0,732,756,5,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,2009.0,2,614,3,3,2,169,45,0,0,0,0,0,6,2010,215200,0,0,0,6.638567789166521,1547,35,1
60,82.0,9430,2,4,4,3,8,5,1999,1999,673.0,4,3,4,3,6,1163,1,0,89,1252,5,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,1999.0,3,856,3,3,2,0,128,0,0,180,0,0,7,2009,337000,0,0,0,7.145196134997171,2365,40,1
120,30.0,9549,2,3,4,3,8,5,1995,1996,0.0,4,4,4,4,2,437,6,1057,0,1494,5,1494,0,0,1494,1,0,1,1,2,1,5,6,8,1,1995.0,2,481,3,3,2,0,30,0,0,216,0,0,4,2006,270000,0,0,0,7.309212365692763,1494,40,1
20,75.0,14587,2,3,4,3,9,5,2008,2008,284.0,4,3,4,3,1,0,1,0,1498,1498,5,1506,0,0,1506,0,0,2,0,2,1,5,6,8,1,2008.0,2,592,3,3,2,0,174,0,0,0,0,0,8,2008,264132,0,0,0,7.317212408359839,1506,45,1
60,80.0,10421,2,4,4,3,7,5,1988,1988,42.0,3,3,4,3,6,394,1,0,586,980,3,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,1988.0,2,496,3,3,2,228,66,156,0,0,0,500,3,2010,196500,0,0,0,6.887552571664617,1714,35,1
50,75.0,12508,2,3,4,3,6,7,1940,1985,0.0,3,3,4,3,5,660,1,0,323,983,5,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,1989.0,1,423,3,3,2,245,0,156,0,0,0,1300,7,2008,160000,0,0,0,6.890609120147166,1750,42,1
20,70.0,9100,2,4,4,3,7,5,2004,2005,0.0,4,3,4,3,6,24,1,0,1836,1860,5,1836,0,0,1836,0,0,2,0,3,1,4,8,8,1,2004.0,2,484,3,3,2,120,33,0,0,0,0,0,10,2006,216837,0,0,0,7.515344571180436,1836,35,1
60,47.0,53504,2,2,4,2,8,5,2003,2003,603.0,5,3,4,3,5,1416,1,0,234,1650,5,1690,1589,0,3279,1,0,3,1,4,1,5,12,5,1,2003.0,3,841,3,3,2,503,36,0,0,210,0,0,6,2010,538000,0,0,0,7.432483807917119,3279,40,1
85,69.79733110925771,7252,2,3,4,3,5,5,1982,1982,0.0,3,3,4,3,6,685,1,0,173,858,3,858,0,0,858,1,0,1,0,2,1,3,5,8,0,1983.0,2,576,3,3,2,120,0,0,0,0,0,0,4,2009,134900,0,1,0,6.754604099487962,858,25,1
20,67.0,8877,2,4,4,3,4,5,1951,1951,0.0,3,3,2,2,2,836,1,0,0,836,3,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,1951.0,2,396,3,3,2,0,0,0,0,0,0,0,4,2006,102000,0,0,0,7.106606137727303,1220,20,1
80,94.0,7819,2,4,4,3,6,5,1976,1976,0.0,3,3,3,3,5,422,4,127,480,1029,3,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,1976.0,2,672,3,3,2,144,0,0,0,0,0,0,3,2010,107000,0,0,0,7.018401799069201,1117,30,1
20,70.0,10150,2,4,4,3,5,5,1958,1958,1.0,3,3,3,3,3,456,1,0,456,912,5,912,0,0,912,0,0,1,0,2,1,3,5,8,0,1958.0,1,275,3,3,2,0,0,0,0,0,0,0,7,2007,114500,0,0,0,6.815639990074331,912,25,1
20,110.0,14226,2,4,4,3,8,5,2006,2006,375.0,4,3,4,3,1,0,1,0,1935,1935,4,1973,0,0,1973,0,0,2,0,3,1,4,9,8,1,2006.0,3,895,3,3,2,315,45,0,0,0,0,0,7,2007,395000,0,0,0,7.587310506022615,1973,40,1
120,32.0,4500,2,4,4,3,6,5,1998,1998,320.0,3,3,5,3,6,866,1,0,338,1204,5,1204,0,0,1204,1,0,2,0,2,1,3,5,8,0,1998.0,2,412,3,3,2,0,247,0,0,0,0,0,6,2009,162000,0,0,0,7.093404625868766,1204,30,1
20,86.0,11210,2,3,4,3,7,5,2005,2006,240.0,4,3,4,3,6,20,1,0,1594,1614,5,1614,0,0,1614,0,0,2,0,3,1,4,7,8,0,2005.0,3,865,3,3,2,144,59,0,0,0,0,0,7,2006,221500,0,0,0,7.3864708488298945,1614,35,1
20,100.0,13350,2,3,4,3,5,5,1974,1974,0.0,3,3,3,3,5,762,1,0,102,864,3,894,0,0,894,1,0,1,0,3,1,3,5,8,1,1974.0,2,440,3,3,2,241,0,0,0,0,0,0,6,2006,142500,0,0,0,6.795705775173514,894,25,1
90,60.0,8400,2,4,4,3,5,5,1977,1977,320.0,3,3,0,0,0,0,0,0,0,0,3,2020,0,0,2020,0,0,2,0,4,2,3,10,8,2,1977.0,2,630,3,3,2,0,0,0,0,0,0,0,10,2007,144000,0,0,0,7.61085279039525,2020,25,1
90,78.0,10530,2,4,4,3,6,5,1977,1977,90.0,3,3,4,3,6,975,1,0,0,975,3,1004,0,0,1004,1,0,1,0,2,1,3,4,8,0,1977.0,2,504,3,3,2,0,0,0,0,0,0,0,5,2006,135000,0,0,0,6.911747300251674,1004,30,1
20,63.0,7875,2,4,4,3,7,5,1995,1996,38.0,3,3,4,4,1,0,1,0,1237,1237,4,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,1995.0,2,402,3,3,2,220,21,0,0,0,0,0,6,2007,176000,0,0,0,7.133295954896068,1253,35,1
60,65.0,7153,2,4,4,3,6,5,1992,1992,0.0,4,4,4,3,5,387,1,0,374,761,5,810,793,0,1603,0,0,2,1,3,1,4,7,8,0,1992.0,2,484,3,3,2,0,124,0,0,0,0,0,7,2006,175900,0,0,0,6.697034247666484,1603,30,1
20,67.0,16285,2,2,4,3,7,5,2001,2002,0.0,4,3,4,3,1,0,1,0,1413,1413,5,1430,0,0,1430,0,0,2,0,3,1,4,6,8,0,2001.0,2,605,3,3,2,0,33,0,0,0,0,0,6,2009,187100,0,0,0,7.265429723253953,1430,35,1
85,69.79733110925771,9101,2,3,4,3,5,6,1978,1978,104.0,3,4,4,3,6,1097,1,0,0,1097,5,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,1978.0,2,602,3,3,2,303,30,0,0,0,0,0,7,2009,165500,0,1,0,7.01211529430638,1110,30,1
75,35.0,6300,2,4,4,3,6,6,1914,2001,0.0,3,3,3,3,1,0,1,0,742,742,5,742,742,0,1484,0,0,2,0,3,1,3,9,8,1,1900.0,0,0,0,0,2,0,291,134,0,0,0,0,6,2008,128000,1,0,0,6.60934924316738,1484,36,0
20,69.79733110925771,9790,2,4,4,3,6,5,1967,1967,0.0,3,3,3,3,3,251,2,630,491,1372,3,1342,0,0,1342,0,0,2,0,3,1,3,7,8,1,1967.0,2,457,3,3,2,0,0,0,0,197,0,0,9,2009,161500,0,1,0,7.201916317531627,1342,30,1
50,60.0,10800,2,4,4,3,5,6,1915,1950,0.0,3,4,2,3,2,686,1,0,0,686,3,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,1961.0,1,416,3,3,2,0,0,196,0,0,0,1200,6,2010,139000,0,0,0,6.873163834212518,1652,30,1
60,76.0,10142,2,3,4,3,7,5,2004,2004,0.0,4,3,4,3,6,656,1,0,300,956,5,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,2004.0,2,618,3,3,2,0,45,0,0,0,0,0,1,2010,233000,0,0,0,6.862757913051401,2084,35,1
20,50.0,6000,2,4,4,3,4,7,1954,2000,0.0,3,3,3,3,1,0,1,0,901,901,5,901,0,0,901,0,0,1,0,2,1,3,4,8,0,1954.0,1,281,2,3,2,0,0,0,0,0,0,0,8,2008,107900,0,0,0,6.803505257608338,901,28,1
